A,B,xab_type_freq
./experimentFiles/gabors/testing/pair195/gab_sig24_0_theta1_8_psi0_0_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair195/gab_sig24_0_theta1_8_psi0_0_gam1_80_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair190/gab_sig20_0_theta0_5_psi0_0_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair190/gab_sig20_0_theta0_5_psi0_0_gam1_00_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair193/gab_sig20_0_theta0_6_psi0_0_gam1_00_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair193/gab_sig24_0_theta0_6_psi0_0_gam1_00_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair191/gab_sig24_0_theta0_2_psi0_0_gam1_80_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair191/gab_sig24_0_theta0_2_psi0_0_gam2_20_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair192/gab_sig28_0_theta1_7_psi0_0_gam1_80_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair192/gab_sig28_0_theta1_7_psi0_0_gam1_80_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair198/gab_sig28_0_theta1_5_psi0_0_gam1_00_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair198/gab_sig28_0_theta1_5_psi0_0_gam1_00_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair197/gab_sig24_0_theta1_4_psi0_0_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair197/gab_sig24_0_theta1_4_psi0_0_gam1_00_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair199/gab_sig20_0_theta2_0_psi3_1_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair199/gab_sig20_0_theta2_0_psi3_1_gam1_40_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair180/gab_sig20_0_theta1_9_psi0_0_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair180/gab_sig24_0_theta1_9_psi0_0_gam1_40_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair183/gab_sig32_0_theta0_8_psi3_1_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair183/gab_sig28_0_theta0_8_psi3_1_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair186/gab_sig20_0_theta1_5_psi0_0_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair186/gab_sig20_0_theta1_5_psi0_0_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair189/gab_sig20_0_theta1_2_psi3_1_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair189/gab_sig20_0_theta1_2_psi3_1_gam1_40_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair188/gab_sig32_0_theta0_3_psi0_0_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair188/gab_sig32_0_theta0_3_psi0_0_gam1_40_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair185/gab_sig20_0_theta2_0_psi0_0_gam1_80_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair185/gab_sig20_0_theta2_0_psi0_0_gam1_80_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair187/gab_sig28_0_theta0_0_psi3_1_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair187/gab_sig28_0_theta0_0_psi3_1_gam1_40_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair181/gab_sig28_0_theta1_5_psi3_1_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair181/gab_sig28_0_theta1_5_psi3_1_gam2_20_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair182/gab_sig20_0_theta1_4_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair182/gab_sig20_0_theta1_4_psi3_1_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair184/gab_sig24_0_theta0_0_psi3_1_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair184/gab_sig24_0_theta0_0_psi3_1_gam2_20_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair172/gab_sig20_0_theta0_0_psi3_1_gam1_00_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair172/gab_sig24_0_theta0_0_psi3_1_gam1_00_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair170/gab_sig28_0_theta1_1_psi0_0_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair170/gab_sig32_0_theta1_1_psi0_0_gam1_80_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair174/gab_sig24_0_theta1_7_psi0_0_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair174/gab_sig20_0_theta1_7_psi0_0_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair178/gab_sig32_0_theta0_5_psi0_0_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair178/gab_sig32_0_theta0_5_psi0_0_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair175/gab_sig20_0_theta0_3_psi3_1_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair175/gab_sig20_0_theta0_3_psi3_1_gam2_20_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair177/gab_sig20_0_theta1_6_psi3_1_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair177/gab_sig20_0_theta1_6_psi3_1_gam1_80_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair176/gab_sig32_0_theta1_4_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair176/gab_sig28_0_theta1_4_psi3_1_gam1_80_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair179/gab_sig28_0_theta1_4_psi3_1_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair179/gab_sig32_0_theta1_4_psi3_1_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair171/gab_sig28_0_theta1_7_psi0_0_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair171/gab_sig28_0_theta1_7_psi0_0_gam1_00_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair173/gab_sig20_0_theta1_0_psi3_1_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair173/gab_sig20_0_theta1_0_psi3_1_gam1_40_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair162/gab_sig24_0_theta0_9_psi0_0_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair162/gab_sig24_0_theta0_9_psi0_0_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair160/gab_sig28_0_theta1_7_psi3_1_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair160/gab_sig32_0_theta1_7_psi3_1_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair164/gab_sig20_0_theta0_6_psi0_0_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair164/gab_sig20_0_theta0_6_psi0_0_gam1_80_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair167/gab_sig28_0_theta0_1_psi3_1_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair167/gab_sig28_0_theta0_1_psi3_1_gam1_80_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair168/gab_sig28_0_theta0_5_psi0_0_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair168/gab_sig28_0_theta0_5_psi0_0_gam1_00_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair163/gab_sig24_0_theta1_6_psi3_1_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair163/gab_sig24_0_theta1_6_psi3_1_gam1_40_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair161/gab_sig24_0_theta1_9_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair161/gab_sig20_0_theta1_9_psi3_1_gam1_80_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair169/gab_sig20_0_theta0_7_psi3_1_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair169/gab_sig24_0_theta0_7_psi3_1_gam1_40_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair165/gab_sig32_0_theta1_3_psi0_0_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair165/gab_sig32_0_theta1_3_psi0_0_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair166/gab_sig24_0_theta1_5_psi0_0_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair166/gab_sig24_0_theta1_5_psi0_0_gam1_40_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair158/gab_sig20_0_theta0_3_psi3_1_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair158/gab_sig20_0_theta0_3_psi3_1_gam1_40_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair157/gab_sig32_0_theta0_6_psi0_0_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair157/gab_sig28_0_theta0_6_psi0_0_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair152/gab_sig20_0_theta0_5_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair152/gab_sig20_0_theta0_5_psi3_1_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair150/gab_sig24_0_theta1_2_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair150/gab_sig24_0_theta1_2_psi3_1_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair156/gab_sig28_0_theta0_7_psi0_0_gam1_00_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair156/gab_sig28_0_theta0_7_psi0_0_gam1_00_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair159/gab_sig24_0_theta0_8_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair159/gab_sig24_0_theta0_8_psi3_1_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair155/gab_sig32_0_theta1_7_psi0_0_gam1_80_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair155/gab_sig32_0_theta1_7_psi0_0_gam1_80_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair151/gab_sig20_0_theta0_6_psi3_1_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair151/gab_sig20_0_theta0_6_psi3_1_gam1_80_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair154/gab_sig20_0_theta1_3_psi0_0_gam1_00_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair154/gab_sig20_0_theta1_3_psi0_0_gam1_00_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair153/gab_sig20_0_theta0_4_psi0_0_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair153/gab_sig20_0_theta0_4_psi0_0_gam1_40_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair149/gab_sig32_0_theta0_7_psi0_0_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair149/gab_sig28_0_theta0_7_psi0_0_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair146/gab_sig24_0_theta1_7_psi3_1_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair146/gab_sig24_0_theta1_7_psi3_1_gam1_00_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair141/gab_sig28_0_theta0_3_psi0_0_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair141/gab_sig28_0_theta0_3_psi0_0_gam1_40_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair145/gab_sig28_0_theta1_3_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair145/gab_sig32_0_theta1_3_psi3_1_gam1_80_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair142/gab_sig24_0_theta0_3_psi0_0_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair142/gab_sig24_0_theta0_3_psi0_0_gam2_20_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair148/gab_sig28_0_theta1_9_psi3_1_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair148/gab_sig28_0_theta1_9_psi3_1_gam1_00_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair144/gab_sig20_0_theta0_4_psi3_1_gam1_80_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair144/gab_sig20_0_theta0_4_psi3_1_gam1_80_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair147/gab_sig32_0_theta0_4_psi3_1_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair147/gab_sig32_0_theta0_4_psi3_1_gam1_40_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair140/gab_sig24_0_theta0_7_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair140/gab_sig20_0_theta0_7_psi3_1_gam1_80_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair143/gab_sig24_0_theta1_6_psi0_0_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair143/gab_sig24_0_theta1_6_psi0_0_gam1_40_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair133/gab_sig28_0_theta0_1_psi0_0_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair133/gab_sig32_0_theta0_1_psi0_0_gam1_80_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair131/gab_sig32_0_theta1_2_psi0_0_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair131/gab_sig32_0_theta1_2_psi0_0_gam1_80_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair134/gab_sig20_0_theta0_1_psi0_0_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair134/gab_sig20_0_theta0_1_psi0_0_gam1_40_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair138/gab_sig20_0_theta0_8_psi3_1_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair138/gab_sig20_0_theta0_8_psi3_1_gam1_40_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair137/gab_sig32_0_theta2_0_psi3_1_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair137/gab_sig28_0_theta2_0_psi3_1_gam1_40_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair132/gab_sig24_0_theta1_0_psi0_0_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair132/gab_sig20_0_theta1_0_psi0_0_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair139/gab_sig24_0_theta2_0_psi0_0_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair139/gab_sig24_0_theta2_0_psi0_0_gam2_20_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair135/gab_sig28_0_theta1_2_psi0_0_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair135/gab_sig28_0_theta1_2_psi0_0_gam1_00_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair130/gab_sig24_0_theta1_9_psi3_1_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair130/gab_sig24_0_theta1_9_psi3_1_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair136/gab_sig20_0_theta0_5_psi3_1_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair136/gab_sig20_0_theta0_5_psi3_1_gam2_20_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair121/gab_sig20_0_theta0_0_psi0_0_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair121/gab_sig20_0_theta0_0_psi0_0_gam1_40_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair120/gab_sig24_0_theta1_6_psi0_0_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair120/gab_sig20_0_theta1_6_psi0_0_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair125/gab_sig24_0_theta1_2_psi3_1_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair125/gab_sig24_0_theta1_2_psi3_1_gam1_40_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair129/gab_sig24_0_theta1_9_psi0_0_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair129/gab_sig24_0_theta1_9_psi0_0_gam2_20_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair127/gab_sig32_0_theta1_4_psi3_1_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair127/gab_sig32_0_theta1_4_psi3_1_gam1_40_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair123/gab_sig28_0_theta0_8_psi3_1_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair123/gab_sig28_0_theta0_8_psi3_1_gam1_00_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair124/gab_sig24_0_theta1_1_psi3_1_gam1_80_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair124/gab_sig24_0_theta1_1_psi3_1_gam1_80_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair126/gab_sig20_0_theta0_3_psi3_1_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair126/gab_sig20_0_theta0_3_psi3_1_gam2_20_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair122/gab_sig24_0_theta1_7_psi3_1_gam1_00_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair122/gab_sig24_0_theta1_7_psi3_1_gam1_40_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair128/gab_sig24_0_theta0_7_psi0_0_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair128/gab_sig20_0_theta0_7_psi0_0_gam1_40_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair110/gab_sig24_0_theta1_3_psi3_1_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair110/gab_sig24_0_theta1_3_psi3_1_gam2_20_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair114/gab_sig32_0_theta1_8_psi0_0_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair114/gab_sig32_0_theta1_8_psi0_0_gam2_20_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair119/gab_sig28_0_theta0_2_psi0_0_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair119/gab_sig32_0_theta0_2_psi0_0_gam1_80_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair115/gab_sig20_0_theta1_1_psi0_0_gam1_80_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair115/gab_sig20_0_theta1_1_psi0_0_gam1_80_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair117/gab_sig28_0_theta1_5_psi3_1_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair117/gab_sig32_0_theta1_5_psi3_1_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair118/gab_sig24_0_theta0_1_psi3_1_gam1_40_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair118/gab_sig24_0_theta0_1_psi3_1_gam1_40_lam20_0_cat_1.jpg,between
./experimentFiles/gabors/testing/pair113/gab_sig24_0_theta0_1_psi3_1_gam2_20_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair113/gab_sig24_0_theta0_1_psi3_1_gam2_20_lam17_0_cat_0.jpg,between
./experimentFiles/gabors/testing/pair116/gab_sig32_0_theta0_4_psi3_1_gam1_80_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair116/gab_sig32_0_theta0_4_psi3_1_gam2_20_lam20_0_cat_1.jpg,within
./experimentFiles/gabors/testing/pair112/gab_sig32_0_theta1_5_psi0_0_gam2_20_lam17_0_cat_0.jpg,./experimentFiles/gabors/testing/pair112/gab_sig28_0_theta1_5_psi0_0_gam2_20_lam17_0_cat_0.jpg,within
./experimentFiles/gabors/testing/pair111/gab_sig20_0_theta0_8_psi3_1_gam1_40_lam20_0_cat_1.jpg,./experimentFiles/gabors/testing/pair111/gab_sig20_0_theta0_8_psi3_1_gam1_40_lam17_0_cat_0.jpg,between
